time (s) 	 Flowrate (scfm) 
0.909000 	 20.491048 
0.910000 	 20.365050 
0.911000 	 20.365050 
0.912000 	 20.617045 
0.913000 	 20.365050 
0.914000 	 20.365050 
0.915000 	 20.491048 
0.916000 	 20.365050 
0.917000 	 20.113054 
0.918000 	 20.239052 
0.919000 	 20.491048 
0.920000 	 20.491048 
0.921000 	 20.239052 
0.922000 	 20.365050 
0.923000 	 20.113054 
0.924000 	 20.239052 
0.925000 	 20.365050 
0.926000 	 20.365050 
0.927000 	 20.239052 
0.928000 	 20.239052 
0.929000 	 20.365050 
0.930000 	 20.617045 
0.931000 	 20.365050 
0.932000 	 20.365050 
0.933000 	 20.239052 
0.934000 	 20.365050 
0.935000 	 20.365050 
0.936000 	 20.239052 
0.937000 	 20.365050 
0.938000 	 20.365050 
0.939000 	 20.365050 
0.940000 	 20.365050 
0.941000 	 20.239052 
0.942000 	 20.239052 
0.943000 	 20.239052 
0.944000 	 20.113054 
0.945000 	 20.239052 
0.946000 	 20.365050 
0.947000 	 20.239052 
0.948000 	 20.617045 
0.949000 	 20.239052 
0.950000 	 20.239052 
0.951000 	 20.113054 
0.952000 	 20.491048 
0.953000 	 20.365050 
0.954000 	 20.365050 
0.955000 	 20.239052 
0.956000 	 20.365050 
0.957000 	 20.743043 
0.958000 	 19.861059 
0.959000 	 20.617045 
0.960000 	 20.113054 
0.961000 	 20.869041 
0.962000 	 20.365050 
0.963000 	 20.365050 
0.964000 	 20.365050 
0.965000 	 20.743043 
0.966000 	 20.365050 
0.967000 	 20.239052 
0.968000 	 20.365050 
0.969000 	 20.743043 
0.970000 	 20.365050 
0.971000 	 20.491048 
0.972000 	 20.239052 
0.973000 	 20.365050 
0.974000 	 20.239052 
0.975000 	 20.239052 
0.976000 	 20.113054 
0.977000 	 19.987057 
0.978000 	 20.239052 
0.979000 	 20.239052 
0.980000 	 20.491048 
0.981000 	 20.365050 
0.982000 	 20.365050 
0.983000 	 20.239052 
0.984000 	 20.365050 
0.985000 	 20.365050 
0.986000 	 20.491048 
0.987000 	 20.239052 
0.988000 	 20.365050 
0.989000 	 20.239052 
0.990000 	 20.239052 
0.991000 	 20.491048 
0.992000 	 20.365050 
0.993000 	 20.239052 
0.994000 	 20.113054 
0.995000 	 20.365050 
0.996000 	 20.239052 
0.997000 	 20.365050 
0.998000 	 20.365050 
0.999000 	 20.113054 
1.000000 	 20.491048 
1.001000 	 20.365050 
1.002000 	 20.617045 
1.003000 	 20.365050 
1.004000 	 20.491048 
1.005000 	 20.239052 
1.006000 	 20.239052 
1.007000 	 20.365050 
1.008000 	 20.365050 
1.009000 	 20.239052 
1.010000 	 20.365050 
1.011000 	 20.491048 
1.012000 	 20.113054 
1.013000 	 20.239052 
1.014000 	 20.491048 
1.015000 	 20.239052 
1.016000 	 20.113054 
1.017000 	 20.239052 
1.018000 	 20.365050 
1.019000 	 20.365050 
1.020000 	 20.365050 
1.021000 	 20.239052 
1.022000 	 20.365050 
1.023000 	 20.365050 
1.024000 	 20.239052 
1.025000 	 20.113054 
1.026000 	 20.239052 
1.027000 	 20.239052 
1.028000 	 20.113054 
1.029000 	 20.239052 
1.030000 	 20.365050 
1.031000 	 20.491048 
1.032000 	 20.491048 
1.033000 	 20.113054 
1.034000 	 20.113054 
1.035000 	 20.365050 
1.036000 	 20.239052 
1.037000 	 20.365050 
1.038000 	 20.113054 
1.039000 	 20.365050 
1.040000 	 20.365050 
1.041000 	 20.239052 
1.042000 	 20.239052 
1.043000 	 20.239052 
1.044000 	 20.239052 
1.045000 	 20.239052 
1.046000 	 20.239052 
1.047000 	 20.365050 
1.048000 	 20.239052 
1.049000 	 20.491048 
1.050000 	 20.113054 
1.051000 	 20.239052 
1.052000 	 20.491048 
1.053000 	 20.365050 
1.054000 	 20.239052 
1.055000 	 20.365050 
1.056000 	 20.239052 
1.057000 	 20.365050 
1.058000 	 20.113054 
1.059000 	 20.239052 
1.060000 	 20.239052 
1.061000 	 20.239052 
1.062000 	 20.239052 
1.063000 	 20.365050 
1.064000 	 20.365050 
